1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722240000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722230000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
1.4722220000,43.5704650000,0.0
